Ag,Al,Au,B,Be,C,Ca,Ce,Co,Cr,Cu,Dy,Er,Fe,Gd,Ge,Hf,Ho,In,La,Li,Lu,Mg,Mn,Mo,Nb,Nd,Ni,P,Pb,Pd,Pr,Pt,Sc,Si,Sm,Sn,Sr,Ta,Tb,Ti,Tm,V,Y,Yb,Zn,Zr,AR,AS,Va,delta,EN,G,K,calculate G,calculate K,KG,KK,Vaa,XX,
0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,18.4,0,0,0,0,0,27.6,149.64,0.009642372,14.94444316,0.143743481,-0.23344,39.5,107.3,11.94549753,89.48011525,0.774231814,-50.04645387,14.03562343,0.014324082,
0,0,0,0,30,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,20,155,0.030309035,18.07803313,0.233731883,-0.351,39.2,114.5,5.900317615,65.11249284,0.59586996,-99.26860485,15.59853112,0.010623623,
0,10,0,0,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,139.5,0.009107922,11.92124456,0.129181515,-0.3625,38.8,110.9,40.69205448,102.2658227,0.607211421,-55.93726244,11.37132919,0.020425613,
0,0,0,0,22.5,0,0,0,0,0,12.5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,41,144.65,0.017464695,13.94641467,0.182825761,-0.35415,38.7,109.8,14.71616923,89.87336953,0.607203428,-68.66093517,12.67780079,0.015965913,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0.008453947,10.0329903,0.121212121,0.2388,37.9,169.8,NA,44.09452945,0.791735467,28.67571854,9.63408343,0.026776529,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,20,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.8,0.007188131,9.272641101,0.112660603,0.1124,37.9,169.8,NA,44.19642857,0.946212918,12.03613321,8.95027127,0.030303346,
0,0,0,0,0,0,0,0,0,0,50.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,13,154.65,0.011987896,16.7057488,0.158867325,-0.16034,37.4,115.1,7.943409766,79.37965647,0.869549504,-40.425052,15.49310208,0.012025426,
0,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,143.25,0.004182742,12.6117195,0.090329943,-0.3679,37.4,126.5,35.47209635,95.9657156,0.606651315,-61.61591691,12.31324444,0.018697535,
0,0,0,0,27.5,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8.25,0,0,0,0,0,46.75,140.6375,0.017242747,12.79965089,0.181600173,-0.379325,37.2,111.9,20.57927566,95.80600488,0.578470803,-64.91118777,11.6517732,0.018268334,
0,0,0,0,26.25,0,0,0,0,0,10.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6,0,0,0,0,0,0,0,0,0,0,0,0,9.6,0,0,0,0,0,45.4,141.485,0.017360778,13.04514986,0.18242746,-0.371425,37,111.9,18.76944208,94.21822694,0.587276778,-65.34050944,11.86369046,0.017731479,
0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,20,146.5,0.006130619,13.73624736,0.116291638,-0.202,36.9,128.2,17.35863235,102.1125675,0.822097895,-38.30710343,13.17047637,0.016351104,
0,0,0,0,27.5,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,33.5,146.65,0.023585291,15.00031429,0.212569696,-0.3489,36.8,113,9.893728083,79.52269387,0.606176863,-75.20680752,13.21097319,0.014240408,
0,2,0,0,27.5,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,33,149.65,0.025560745,16.03685137,0.219029056,-0.36865,36.7,161,8.226530939,73.3084032,0.581123036,-87.57841299,14.0384375,0.012822214,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0.006776404,9.082553801,0.109375,0.066,36.7,97.2,NA,44.19642857,0.982183887,6.857865864,8.784529756,0.031304983,
0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,29,146.4,0.006114706,13.70796255,0.116228654,-0.1927,36.6,100.7,17.37386399,99.21457752,0.834679641,-36.43403139,13.14352451,0.016404105,
0,0,0,0,22.5,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,41,144.15,0.017638852,13.82761011,0.184362691,-0.34615,36.5,175,14.69534838,90.1381086,0.616508124,-66.27977778,12.5467877,0.016181807,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0.007733533,9.55777205,0.116659622,0.182,36.5,115.3,NA,44.19642857,0.867055917,20.36633462,9.20277208,0.028896153,
0,0,0,0,22,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,138.4,0.01084889,11.73351346,0.140188307,-0.3581,36.4,117.9,45.53997004,112.6340951,0.610357498,-53.99712136,11.10444557,0.020941024,
0,0,0,0,22.5,0,0,0,0,0,12.5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,41,144.4,0.017553272,13.88701239,0.183601612,-0.35015,36.3,121.4,14.70575143,90.00554439,0.611836764,-67.46515012,12.61218083,0.016073267,
0,10,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,143,0.003098304,12.47515971,0.078496309,-0.2855,36.3,112.3,37.23352319,103.6945158,0.712282897,-47.06424874,12.24888964,0.019019872,
0,0,0,0,22.5,0,0,0,0,0,12.5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,41,144.25,0.017604981,13.85137102,0.184060029,-0.34775,36.1,112.3,14.69950783,90.08503608,0.61463503,-66.75267887,12.57291776,0.016138247,
0,10,0,0,12.5,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.5,140.75,0.008291969,12.18998163,0.12294325,-0.3685,35.9,112,39.77249508,101.3148525,0.60112402,-58.73720672,11.67975734,0.019723101,
0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,137.5,0.012102576,11.5880263,0.148824596,-0.3675,35.8,108.9,44.93617021,106.4893617,0.59784933,-54.41796234,10.88921829,0.021355273,
0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,20,153.25,0.033338596,17.74578352,0.246167422,-0.3555,35.7,111.4,5.902267646,64.80817875,0.587216533,-97.8633325,15.07613643,0.010937563,
0,0,0,0,25,0,0,0,0,0,9.3,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,44,142.375,0.017457841,13.30315525,0.183086364,-0.36343,35.7,112.2,17.28501865,93.0961687,0.596357891,-65.78188115,12.08898449,0.017194565,
0,0,0,0,20,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,25,156,0.023606812,17.90770644,0.207617112,-0.3202,35.5,172.6,6.458163198,68.00174153,0.640878992,-89.31878332,15.90239015,0.010782693,
0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0.007733533,9.55777205,0.116659622,0.179,35.5,109.6,NA,43.2854466,0.870910148,20.0306258,9.20277208,0.028896153,
0,0,0,0,25,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,44,142.35,0.017464071,13.29721502,0.183151276,-0.3641,35.3,159.4,17.04168204,91.66081049,0.595574712,-65.86034482,12.0826174,0.017206626,
0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.6,0.008016589,9.484719549,0.118997393,0.1789,35.3,111.2,4.7619E-06,41.74321597,0.871400357,19.79737812,9.118084527,0.029246341,
0,16,0,0,0,0,0,0,0,0,18.648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.172,0,0,0,0,0,0,0,0,0,0,0,0,4.704,0,0,0,0,0,49.476,145.8824,0.005412658,13.45127592,0.105700905,-0.3404672,35.3,113.3,23.09384904,92.81469437,0.638310706,-62.62632872,13.00460926,0.016898235,
0,0,0,0,24,0,0,0,0,0,12,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,138.6,0.01169448,11.82891315,0.145206389,-0.3824,35.2,113.6,45.56948562,109.9019621,0.581254199,-58.34443161,11.15265583,0.02067648,
0,0,0,0,22,0,0,0,0,0,13,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,138.6,0.010812702,11.77927599,0.139725465,-0.3583,35.1,114.9,46.25656632,112.3858896,0.61016322,-54.33404006,11.15265583,0.020813437,
0,0,0,0,22.5,0,0,0,0,0,12.5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,41,144.55,0.017500485,13.92265376,0.183137877,-0.35255,35,98.4,14.71200034,89.92619286,0.609052187,-68.18136995,12.65152556,0.016008713,
0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,33,145.45,0.005045544,13.34227593,0.105293528,-0.2077,34.9,122.2,21.05263158,103.4808767,0.81582419,-37.75524748,12.88931347,0.017115478,
0,9,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,143.3,0.003042894,12.54933271,0.077742266,-0.2883,34.9,118.6,37.34697209,103.887804,0.708613914,-47.93743633,12.32614239,0.018843675,
0,10,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,145.9,0.002928788,13.22617838,0.07514133,-0.3684,34.8,117.3,36.42508218,102.2731128,0.60754093,-66.12086501,13.00931666,0.01735194,
0,0,0,0,21.5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,0,0,40,145.325,0.017804284,14.17388954,0.184898801,-0.3496,34.7,109.9,13.93938107,87.41631835,0.612192355,-69.39324176,12.85611072,0.015565469,
0,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.8,144.22,0.003907686,12.84702584,0.087044441,-0.37184,34.6,113.9,36.18758408,97.35848471,0.602345344,-63.97323575,12.56507494,0.01816268,
0,0,0,0,27.5,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,35,150.25,0.025259856,16.18519737,0.216938791,-0.37425,34.5,96.5,8.237588455,73.50176313,0.575178416,-90.10811168,14.20797065,0.012638186,
0,0,0,0,18,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,140,0.009575362,12.06128629,0.131125427,-0.3558,34.4,111.6,44.42476309,111.4030398,0.61461069,-55.84403828,11.49404032,0.020054508,
0,10,0,0,10,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,142,0.00739714,12.45871871,0.115930124,-0.3745,34.4,103.2,38.89357768,100.3814055,0.595189354,-61.6174458,11.99371273,0.019059293,
0,6.72,0,0,0,0,0,0,0,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4.8,0,0,40.32,144.952,0.003930342,13.07362892,0.08999152,-0.279552,34.4,118.4,35.62373366,95.41346244,0.719148422,-49.33462199,12.75737275,0.017670874,
0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0.008453947,10.0329903,0.121212121,0.2092,34.3,116.4,NA,44.04375589,0.832081589,25.12127436,9.63408343,0.026776529,
0,8,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,143.4,0.002970877,12.57058035,0.076847851,-0.2854,34.3,161.2,37.59447913,104.5410697,0.712587378,-47.57216275,12.35196531,0.018793693,
0,0,0,0,20.5,0,0,0,0,0,12.5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,36,144.35,0.016542445,13.81468769,0.17899218,-0.31995,34,112.7,14.88369939,92.59119177,0.650012125,-61.17979835,12.59908407,0.016205578,
0,14.3,0,0,0,0,0,0,0,0,18.854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.141,0,0,0,0,0,0,0,0,0,0,0,0,5.142,0,0,0,0,0,50.563,146.5107,0.005403409,13.62562791,0.105651393,-0.3429626,34,113.4,22.43146057,92.6883097,0.635242598,-64.27849209,13.1733624,0.016559997,
0,16,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,144.6,0.003646108,12.92985288,0.084086773,-0.3712,33.9,113.1,37.23441189,99.75604582,0.603401776,-64.46298696,12.66465863,0.017980347,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,25,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.25,0.008015438,8.776693576,0.120043125,0.302,33.8,112.3,NA,38.2127124,0.705092382,29.85582534,8.429130345,0.033034705,
0,15,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,53,153.6,0.056767906,14.22887003,0.112892953,-0.3584,33.8,113.8,22.01062977,88.85381907,0.557997992,-71.54184305,15.17966742,0.015471145,
0,14.7,0,0,0,0,0,0,0,0,19.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,53.9,145.21,0.004002791,13.12879214,0.088875792,-0.36248,33.8,201.9,35.55022489,95.31561998,0.613289566,-64.36259486,12.8256146,0.017554445,
0,6,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,143.8,0.00283567,12.66600099,0.075078551,-0.2853,33.8,110.6,37.96250207,105.4015598,0.712902348,-48.08152888,12.45561763,0.018571884,
0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,145.1,0.003880776,13.07781143,0.086351241,-0.395,33.5,109.1,35.39488683,95.37572254,0.575880688,-69.74103594,12.79648956,0.017662002,
0,12,0,0,0,0,0,0,0,0,19.536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.704,0,0,0,0,0,0,0,0,0,0,0,0,4.928,0,0,0,0,0,51.832,146.8768,0.005107198,13.70223044,0.102656458,-0.3428704,33.4,182.6,22.97158003,93.80295757,0.635721063,-64.78750181,13.2723619,0.01641488,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,134.3,0.004254472,10.36947582,0.087632369,0.243,33.4,111.4,NA,156.25,0.780193013,30.61381253,10.14650906,0.02542505,
0,0,0,0,0,0,0,0,0,0,14.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,22.5,0,0,0,57.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.125,0.007419609,8.929623689,0.114968586,0.28428,33.3,117.3,NA,41.15397406,0.728082213,28.81855228,8.605606965,0.032150812,
0,5,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,143.5,0.002740657,12.5813979,0.073995681,-0.271,33.3,198.7,38.49691531,107.0324646,0.732307917,-45.22844462,12.37782427,0.01876833,
14.75,0,0,0,0,0,0,0,0,0,44.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,36,148.6375,0.004353983,14.14311895,0.095490862,-0.214775,33.1,117,23.30912657,101.1182253,0.807111864,-42.49679674,13.75541779,0.01561867,
0,7,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,143.9,0.002918946,12.69767872,0.076058803,-0.2939,33,112.8,37.57595664,104.2765502,0.70132511,-49.71119456,12.481621,0.018499194,
0,9,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,0,0,42.55,144.1625,0.00388485,12.85398473,0.089132445,-0.292095,32.9,123.7,36.9584648,99.25374161,0.702439151,-50.29310728,12.55005197,0.018147244,
0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.5,0,0,0,16.5,0,0,0,0,0,0,0,0,0,0,0,0,134.75,0.003752585,10.44616209,0.082116126,0.2325,32.9,110,NA,156.6384883,0.793930492,29.60650982,10.24884514,0.025132627,
0,7,0,0,0,0,0,0,0,0,46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,143.95,0.003152535,12.73305828,0.079555157,-0.2895,32.9,174.6,37.49590298,103.122577,0.706866837,-49.16556973,12.49463624,0.018418558,
0,2,0,0,26.95,0,0,0,0,0,7.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8,0,0,0,0,0,0,0,0,0,0,0,0,8.085,0,0,0,0,0,45.815,140.32475,0.017029052,12.70728249,0.180849867,-0.3775385,32.8,172,20.66544619,95.30924295,0.580720702,-63.92835394,11.57421221,0.018477248,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.2,0.008193724,9.842902999,0.119681625,0.2516,32.8,110.6,NA,44.19642857,0.773786662,29.38410847,9.459977739,0.02759285,
0.3,0,0,4,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,74.7,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,126.4,0.00926269,8.84514888,0.127024051,0.34175,32.4,114.8,NA,49.9410563,0.655059385,34.16918742,8.459210481,0.032634196,
0,7,0,0,0,0,0,0,0,0,45,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,144.65,0.003631411,12.96259352,0.085965646,-0.2978,32.4,117.1,36.94493783,99.61698868,0.695220287,-51.90688487,12.67780079,0.017909098,
0,15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,145.06,0.003597476,13.0484522,0.083352891,-0.3726,32.4,216.7,37.03863587,99.05891399,0.601818994,-65.57135462,12.78590958,0.017724434,
0,5.5,0,0,0,0,0,0,0,0,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.25,143.9,0.002800658,12.68985615,0.074616526,-0.285275,32.4,115.6,38.05563641,105.6189002,0.712982723,-48.2090962,12.481621,0.0185171,
0,4,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,144.2,0.002692726,12.76142163,0.07318117,-0.2852,32.4,113.7,38.33780161,106.276333,0.713227756,-48.59233773,12.5598482,0.018354328,
0,8,0,0,25.3,0,0,0,0,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,7.59,0,0,0,0,0,43.01,139.3865,0.016358073,12.43017728,0.178364038,-0.372179,32.3,91.6,20.92834267,93.84939274,0.587560536,-61.03160443,11.34359594,0.019128046,
0,24,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,20,0,0,0,150.6,0.009123119,15.08712173,0.134556801,-0.404,32.2,77.6,31.24654658,64.6711558,0.560208865,-87.81810815,14.30749243,0.01411198,
0,7,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,44,144.45,0.00362931,12.90966815,0.086034551,-0.2915,32,107.7,37.36526946,100.6190665,0.703569446,-50.50727563,12.62528667,0.018024504,
